ID,Account,Province,Region,Tender_Type,Offer_date,Start_date,End_date_including_extension,Length_of_contract_in_Months,Market,Tender_Standard_Unit_per_year,Winning_price_per_standard_unit,Molecule,Presentation,Winning_Product,Winning_Company,Competitor_with_2nd_Lowest_Price,Competitor_2nd_Lowest_Price_per_standard_unit,Competitor_with_3rd_Lowest_Price,Competitor_3rd_Lowest_Price_per_standard_unit,Competitor_with_4th_Lowest_Price,Competitor_4th_Lowest_Price_per_standard_unit,Competitor_with_5th_Lowest_Price,Competitor_5th_Lowest_Price_per_standard_unit,Competitor_with_6th_Lowest_Price,Competitor_6th_Lowest_Price_per_standard_unit,Competitor_with_7th_Lowest_Price,Competitor_7th_Lowest_Price_per_standard_unit,Competitor_with_8th_Lowest_Price,Competitor_8th_Lowest_Price_per_standard_unit,Competitor_with_9th_Lowest_Price,Competitor_9th_Lowest_Price_per_standard_unit,Competitor_with_10th_Lowest_Price,Competitor_10th_Lowest_Price_per_standard_unit
607,Account28,Provice17,Region15,Tender Type3,11-12-2013 12:00,21-02-2014,20-02-2018,48,Market3,89902,1.41,Molecule3,Presentation9,Product18,Company8,Company6,1.78182,Company12,1.938,Company3,1.98,Company5,2.01,,,,,,,,,,
614,Account84,Provice18,Region5,Tender Type3,6-18-13 12:00 PM,12-03-2014,12-09-2017,36,Market3,78667,1.352,Molecule3,Presentation9,Product19,Company9,Company4,1.67,Company3,1.904,Company5,2.15,Company1,2.4975,Company8,2.5136,,,,,,,,
617,Account59,Provice27,Region1,Tender Type1,03-01-2012 16:00,01-04-2014,30-01-2016,36,Market3,14000,1.98,Molecule3,Presentation9,Product18,Company8,Company6,2.04,Company3,2.049,Company5,2.2,Company1,2.38,Company8,3.6,,,,,,,,
622,Account107,Provice19,Region16,Tender Type1,1-31-14 12:00 PM,01-05-2014,30-04-2017,36,Market3,110446,1.51,Molecule3,Presentation9,Product18,Company8,Company6,1.6,Company3,1.98,Company5,2,Company1,,Company9,,,,,,,,,
626,Account31,Provice20,Region17,Tender Type3,2-21-14 12:00 PM,30-05-2014,29-11-2016,24,Market3,159786,1.47,Molecule3,Presentation9,Product18,Company8,Company6,1.58,Company12,1.69,Company3,1.979,Company5,2,,,,,,,,,,
630,Account73,Provice28,Region18,Tender Type3,02-04-2014 12:00,06-06-2014,05-02-2017,26,Market3,22477,1.75,Molecule3,Presentation9,Product18,Company8,Company6,1.82,Company12,1.82,Company3,1.889,,,,,,,,,,,,
633,Account91,Provice10,Region9,Tender Type3,06-10-2014 12:00,07-08-2014,06-02-2018,36,Market3,206357,1.469,Molecule3,Presentation9,Product18,Company8,,,,,,,,,,,,,,,,,,
635,Account29,Provice1,Region1,Tender Type1,04-12-2013 18:00,15-08-2014,14-02-2016,12,Market3,501093,1.48,Molecule3,Presentation9,Product18,Company8,Company3,2,Company8,2.05,Company5,2.099,Company1,2.392,,,,,,,,,,
638,Account90,Provice50,Region6,Tender Type1,11-05-2013 17:00,01-09-2014,28-02-2018,36,Market3,1714,2.29,Molecule3,Presentation9,Product18,Company8,Company8,2.36,,,,,,,,,,,,,,,,
641,Account95,Provice21,Region6,Tender Type3,3-31-14 12:00 AM,01-11-2014,31-10-2016,24,Market3,231549,1.56,Molecule3,Presentation9,Product18,Company8,Company12,1.68,Company3,1.965,Company5,2.4,Company1,3.35,,,,,,,,,,
645,Account112,Provice2,Region2,Tender Type3,11-20-14 12:00 AM,01-01-2015,31-03-2016,12,Market3,261840,1.33,Molecule3,Presentation9,Product19,Company9,Company4,1.403,Company3,4,Company1,8.37367,,,,,,,,,,,,
649,Account23,Provice22,Region5,Tender Type3,7-30-13 12:00 PM,12-01-2015,12-07-2018,36,Market3,78050,1.6,Molecule3,Presentation9,Product18,Company8,Company12,1.94,Company3,1.945,Company6,2.18182,Company5,2.3,Company1,2.496,Company8,2.89064,Company9,3.122,,,,
653,Account27,Provice14,Region12,Tender Type3,7-30-14 12:00 PM,12-02-2015,31-10-2017,36,Market3,251527,1.45,Molecule3,Presentation9,Product19,Company9,Company4,1.58,Company3,1.974,Company5,2.15,,,,,,,,,,,,
659,Account109,Provice8,Region7,Tender Type1,1-30-15 12:00 AM,16-03-2015,15-09-2017,24,Market3,646638,1.44366,Molecule3,Presentation9,Product19,Company9,Company4,1.53,Company3,2.07,Company8,3.5,Company1,3.65,,,,,,,,,,
661,Account111,Provice15,Region13,Tender Type3,3-13-15 12:00 AM,01-04-2015,30-09-2016,18,Market3,130243,1.42,Molecule3,Presentation9,Product19,Company9,Company4,1.547,Company3,5,,,,,,,,,,,,,,
662,Account49,Provice16,Region14,Tender Type3,4-16-15 12:00 PM,17-04-2015,17-10-2018,36,Market3,80000,1.47366,Molecule3,Presentation9,Product19,Company9,Company4,1.475,,,,,,,,,,,,,,,,
666,Account19,Provice5,Region1,Tender Type3,4-23-15 12:00 PM,31-05-2015,31-05-2016,12,Market3,94286,1.48,Molecule3,Presentation9,Product18,Company8,Company12,1.895,Company6,2.37366,Company5,2.39,Company8,2.8,Company1,3.44,Company3,3.8,Company9,12.3191,,,,
674,Account33,Provice1,Region1,Tender Type3,06-05-2015 17:00,06-06-2015,05-12-2018,36,Market3,5044,1.48,Molecule3,Presentation9,Product19,Company9,Company5,2.39,Company8,2.5,Company3,4,Company1,8.37367,Company9,12.3191,,,,,,,,
675,Account58,Provice1,Region1,Tender Type4,04-08-2015 10:00,01-07-2015,30-06-2017,12,Market3,3360,,Molecule3,Presentation9,,,Company3,4,,,,,,,,,,,,,,,,
676,Account20,Provice25,Region1,Tender Type3,05-11-2015 15:00,01-01-2016,30-06-2020,48,Market3,792775,1.418,Molecule3,Presentation9,Product18,Company8,Company6,1.42,Company3,2.39,Company5,2.39,,,,,,,,,,,,
679,Account84,Provice18,Region5,Tender Type1,1-20-09 12:00 PM,01-02-2009,31-07-2012,24,Market3,28865,4.79,Molecule3,Presentation8,Product22,Company3,Company10,5.6585,,,,,,,,,,,,,,,,
680,Account44,Provice31,Region3,Tender Type4,05-04-2009 00:00,31-05-2009,30-11-2009,6,Market3,10120,4.37,Molecule3,Presentation8,Product22,Company3,Company10,34180.52,,,,,,,,,,,,,,,,
681,Account26,Provice34,Region12,Tender Type1,1-30-09 12:00 PM,03-06-2009,30-06-2015,24,Market3,225000,4.87,Molecule3,Presentation8,Product22,Company3,Company10,5.3348,,,,,,,,,,,,,,,,
683,Account82,Provice44,Region5,Tender Type1,11-09-2009 12:00,01-02-2010,31-12-2013,36,Market3,2000,3.8,Molecule3,Presentation8,Product22,Company3,Company1,4.87,Company10,,,,,,,,,,,,,,,
686,Account81,Provice45,Region7,Tender Type2,03-04-2010 00:00,01-03-2010,30-09-2011,16,Market3,12750,2.5,Molecule3,Presentation8,Product22,Company3,Company9,2.70037,Company1,2.95,Company11,4.14,,,,,,,,,,,,
692,Account80,Provice24,Region1,Tender Type1,05-03-2011 12:00,01-07-2011,30-06-2014,36,Market3,4800,1.48,Molecule3,Presentation8,Product22,Company3,Company4,1.55,Company3,1.56,Company6,1.7,Company1,1.81,Company9,1.82,Company8,2.56,Company1,4.87151,,,,
700,Account15,Provice10,Region9,Tender Type1,12-05-2011 12:00,15-03-2012,14-05-2014,24,Market3,13000,1.05,Molecule3,Presentation8,Product22,Company3,Company1,1.05,Company3,1.09,Company5,1.1,Company4,1.31,Company8,2.24,Company9,2.7,Company6,,,,,
706,Account52,Provice26,Region9,Tender Type1,12-05-2011 12:00,15-03-2012,14-05-2014,24,Market3,4050,1.1,Molecule3,Presentation8,Product22,Company3,Company1,1.05,Company4,1.31,Company8,2.24,Company9,2.7,Company6,,Company3,,,,,,,
707,Account34,Provice42,Region19,Tender Type1,9-28-11 12:00 PM,07-05-2012,06-11-2015,36,Market3,47902,1.0111,Molecule3,Presentation8,Product22,Company3,Company1,1.15,Company6,1.33,Company4,1.35,Company3,1.398,Company8,2.23978,Company9,3,,,,,,
714,Account111,Provice15,Region13,Tender Type3,07-10-2012 00:00,01-08-2012,01-08-2016,48,Market3,104518,0.99,Molecule3,Presentation8,Product22,Company3,Company9,1.03,Company4,1.15,Company3,,Company1,,,,,,,,,,,
717,Account83,Provice13,Region10,Tender Type3,7-20-12 12:00 AM,01-09-2012,30-09-2016,48,Market3,28500,0.99,Molecule3,Presentation8,Product22,Company3,Company3,,Company4,,,,,,,,,,,,,,,
722,Account27,Provice14,Region12,Tender Type3,12-07-2012 00:00,01-02-2013,31-01-2015,24,Market3,17213,0.979,Molecule3,Presentation8,Product22,Company3,Company3,0.928,Company1,1.19,Company8,1.28656,Company6,1.48,,,,,,,,,,
723,Account76,Provice49,Region3,Tender Type3,2-21-13 5:00 PM,20-05-2013,28-02-2017,36,Market3,234285,0.92,Molecule3,Presentation8,Product22,Company3,Company3,0.95,Company4,1.073,,,,,,,,,,,,,,
725,Account95,Provice21,Region6,Tender Type3,3-31-14 12:00 AM,01-11-2014,31-10-2016,24,Market3,65020,1.4,Molecule3,Presentation8,Product22,Company3,Company1,,Company4,,Company3,,,,,,,,,,,,,
731,Account91,Provice10,Region9,Tender Type1,05-10-2010 00:00,01-07-2010,30-09-2012,24,Market3,14250,1.74,Molecule3,Presentation10,Product23,Company8,Company3,1.75,Company9,1.77,Company1,2.0655,Company5,2.16,Company2,2.7885,,,,,,,,
735,Account107,Provice19,Region16,Tender Type1,4-30-10 12:00 PM,30-07-2010,29-07-2014,36,Market3,54150,1.75,Molecule3,Presentation10,Product24,Company7,Company9,1.77,Company1,1.87,Company4,1.89,,,,,,,,,,,,
736,Account94,Provice47,Region6,Tender Type1,08-02-2010 12:00,01-10-2010,30-06-2014,36,Market3,14748,1.89,Molecule3,Presentation10,Product23,Company8,Company9,1.7,Company6,2.19,Company3,2.2,Company5,2.62,Company1,3,Company7,,,,,,,
744,Account57,Provice23,Region10,Tender Type1,03-11-2010 12:00,01-12-2010,30-11-2014,36,Market3,118000,1.75,Molecule3,Presentation10,Product24,Company7,Company4,4.29,Company1,4.87,Company9,,Company5,,,,,,,,,,,
747,Account27,Provice14,Region12,Tender Type1,10-07-2010 00:00,01-02-2011,31-01-2015,36,Market3,19671,1.6,Molecule3,Presentation10,Product24,Company7,Company6,1.65,Company4,1.74,Company1,1.89,Company5,2.9,,,,,,,,,,
751,Account101,Provice3,Region3,Tender Type1,2-14-11 12:00 PM,01-03-2011,28-06-2014,36,Market3,2500,1.6,Molecule3,Presentation10,Product24,Company7,Company1,1.85,Company8,2.15,Company5,2.2658,Company9,2.3,Company4,2.4,,,,,,,,
756,Account11,Provice1,Region1,Tender Type2,03-11-2011 12:00,01-04-2011,30-06-2012,12,Market3,7000,1.5,Molecule3,Presentation10,Product24,Company7,Company6,1.69,Company5,1.75,Company1,1.85,Company8,1.85,,,,,,,,,,
761,Account74,Provice6,Region5,Tender Type1,1-21-11 1:00 PM,31-10-2011,30-04-2014,36,Market3,30000,1.45,Molecule3,Presentation10,Product24,Company7,Company9,1.54,Company1,1.57,Company6,1.65,Company4,1.7,Company5,2.046,,,,,,,,
765,Account15,Provice10,Region9,Tender Type1,12-05-2011 12:00,15-03-2012,14-05-2014,24,Market3,1000,1.05,Molecule3,Presentation10,Product25,Company6,Company3,1.09,Company6,1.1,Company5,1.1,Company4,1.31,Company9,2.7,Company8,,,,,,,
771,Account52,Provice26,Region9,Tender Type1,12-05-2011 12:00,15-03-2012,14-05-2014,24,Market3,2478,1.05,Molecule3,Presentation10,Product25,Company6,Company3,1.09,Company6,1.1,Company5,1.1,Company4,1.31,Company9,2.7,Company8,,,,,,,
780,Account25,Provice11,Region10,Tender Type1,4-30-12 12:00 AM,29-04-2012,28-04-2013,12,Market3,3000,1.11,Molecule3,Presentation10,Product24,Company7,Company5,1.3,Company6,1.56,Company1,1.6,Company8,2.2,Company9,3.7,,,,,,,,
786,Account79,Provice12,Region11,Tender Type3,7-16-12 3:00 PM,01-08-2012,31-08-2016,48,Market3,19000,0.98,Molecule3,Presentation10,Product24,Company7,Company5,0.99,Company9,1.03,Company4,1.35,Company1,1.49,Company8,1.5,Company6,1.51,,,,,,
791,Account111,Provice15,Region13,Tender Type3,07-10-2012 00:00,01-08-2012,01-08-2016,48,Market3,48458,0.889,Molecule3,Presentation10,Product25,Company6,Company12,0.9,Company3,0.98,Company9,1.03,Company5,1.04,Company4,1.15,,,,,,,,
792,Account83,Provice13,Region10,Tender Type3,7-20-12 12:00 AM,01-09-2012,30-09-2016,48,Market3,33800,0.87,Molecule3,Presentation10,Product25,Company6,Company3,0.948,Company5,1.04,Company4,1.35,,,,,,,,,,,,
795,Account112,Provice2,Region2,Tender Type3,12-03-2012 11:00,07-12-2012,07-12-2013,12,Market3,125232,0.8675,Molecule3,Presentation10,Product24,Company7,Company5,0.977,Company4,1.1,Company1,4.87151,,,,,,,,,,,,
799,Account58,Provice1,Region1,Tender Type4,12-18-12 12:00 PM,01-02-2013,31-01-2014,12,Market3,1650,0.98,Molecule3,Presentation10,Product24,Company7,Company5,1.11,Company1,1.34,,,,,,,,,,,,,,
800,Account70,Provice39,Region14,Tender Type3,1-24-13 6:00 PM,06-02-2013,31-01-2016,36,Market3,11800,1.18,Molecule3,Presentation10,Product23,Company8,,,,,,,,,,,,,,,,,,
801,Account11,Provice1,Region1,Tender Type1,4-30-13 12:00 AM,01-05-2013,30-11-2017,48,Market3,54836,0.884,Molecule3,Presentation10,Product24,Company7,Company6,1.029,Company5,1.09,,,,,,,,,,,,,,
803,Account43,Provice43,Region20,Tender Type1,4-29-13 5:00 PM,01-06-2013,31-05-2016,36,Market3,111684,0.98,Molecule3,Presentation10,Product23,Company8,Company6,0.88,Company3,,Company13,,,,,,,,,,,,,
806,Account49,Provice16,Region14,Tender Type1,4-18-12 4:00 PM,06-06-2013,30-11-2014,24,Market3,3204,1,Molecule3,Presentation10,Product24,Company7,Company1,1.05,,,,,,,,,,,,,,,,
808,Account49,Provice16,Region14,Tender Type1,4-18-12 4:00 PM,06-06-2013,30-11-2014,24,Market3,17353,1,Molecule3,Presentation10,Product24,Company7,Company5,1.01,Company1,1.05,Company6,1.38,,,,,,,,,,,,
811,Account27,Provice14,Region12,Tender Type3,04-10-2013 12:00,21-06-2013,30-06-2017,48,Market3,48524,1.08,Molecule3,Presentation10,Product23,Company8,Company3,0.898,Company6,1.1,Company5,1.15,,,,,,,,,,,,
813,Account112,Provice2,Region2,Tender Type3,11-28-13 11:00 AM,01-01-2014,31-03-2015,12,Market3,206548,0.859,Molecule3,Presentation10,Product24,Company7,Company1,4.87151,,,,,,,,,,,,,,,,
814,Account58,Provice1,Region1,Tender Type4,12-12-2013 12:00,01-02-2014,31-01-2015,12,Market3,2542,0.978,Molecule3,Presentation10,Product24,Company7,Company4,0.98,,,,,,,,,,,,,,,,
816,Account28,Provice17,Region15,Tender Type3,11-12-2013 12:00,21-02-2014,20-02-2018,48,Market3,30386,0.87,Molecule3,Presentation10,Product23,Company8,Company3,0.945,Company6,1.095,Company5,1.0989,,,,,,,,,,,,
820,Account28,Provice17,Region15,Tender Type3,11-12-2013 12:00,21-02-2014,20-02-2018,48,Market3,20000,0.88,Molecule3,Presentation10,Product23,Company8,Company12,0.94,Company3,0.945,Company6,1.095,Company5,1.0989,,,,,,,,,,
824,Account84,Provice18,Region5,Tender Type3,6-18-13 12:00 PM,12-03-2014,12-09-2017,36,Market3,39333,0.968,Molecule3,Presentation10,Product24,Company7,Company5,0.98,Company6,1.01,Company4,1.06,,,,,,,,,,,,
826,Account107,Provice19,Region16,Tender Type1,1-31-14 12:00 PM,01-05-2014,30-04-2017,36,Market3,67790,0.943,Molecule3,Presentation10,Product24,Company7,Company6,1.01,Company5,1.11,Company1,,Company9,,,,,,,,,,,
830,Account31,Provice20,Region17,Tender Type3,2-21-14 12:00 PM,30-05-2014,29-11-2016,24,Market3,16386,0.914,Molecule3,Presentation10,Product24,Company7,Company4,1.06,Company5,1.1,,,,,,,,,,,,,,
832,Account80,Provice24,Region1,Tender Type1,5-27-14 12:00 PM,01-07-2014,30-09-2017,36,Market3,6000,1.29,Molecule3,Presentation10,Product24,Company7,Company6,1.35455,Company4,1.41,Company5,1.45,Company1,1.593,Company9,4.75,,,,,,,,
836,Account91,Provice10,Region9,Tender Type3,06-10-2014 12:00,07-08-2014,06-02-2018,36,Market3,68965,1.013,Molecule3,Presentation10,Product23,Company8,Company3,1.019,,,,,,,,,,,,,,,,
838,Account29,Provice1,Region1,Tender Type1,04-12-2013 18:00,15-08-2014,14-02-2016,12,Market3,131362,0.898,Molecule3,Presentation10,Product24,Company7,Company4,1.13,Company5,1.199,Company1,1.3209,,,,,,,,,,,,
844,Account23,Provice22,Region5,Tender Type3,7-30-13 12:00 PM,12-01-2015,12-07-2018,36,Market3,15050,0.988,Molecule3,Presentation10,Product24,Company7,Company4,1.15,Company5,1.29,Company1,1.416,Company8,1.6813,Company9,1.9994,,,,,,,,
845,Account27,Provice14,Region12,Tender Type3,7-30-14 12:00 PM,12-02-2015,31-10-2017,36,Market3,29760,0.934,Molecule3,Presentation10,Product24,Company7,Company6,1,Company4,1.009,,,,,,,,,,,,,,
849,Account109,Provice8,Region7,Tender Type1,1-30-15 12:00 AM,16-03-2015,15-09-2017,24,Market3,244879,,Molecule3,Presentation10,,,Company4,1.013,Company3,1.58,Company1,1.65,,,,,,,,,,,,
852,Account109,Provice8,Region7,Tender Type1,1-30-15 12:00 AM,16-03-2015,15-09-2017,24,Market3,13072,,Molecule3,Presentation10,,,Company1,1.65,Company8,2.1,Company9,4.75,,,,,,,,,,,,
853,Account102,Provice24,Region1,Tender Type4,3-20-15 12:00 PM,29-04-2015,28-04-2019,36,Market3,3336,1.35,Molecule3,Presentation10,Product23,Company8,,,,,,,,,,,,,,,,,,
857,Account110,Provice8,Region7,Tender Type1,05-12-2015 12:00,25-05-2015,24-05-2017,24,Market3,244879,,Molecule3,Presentation10,,,Company4,0.99,Company3,1.58,Company1,1.65,Company9,5.3767,,,,,,,,,,
859,Account58,Provice1,Region1,Tender Type4,04-08-2015 10:00,01-07-2015,30-06-2017,12,Market3,978,,Molecule3,Presentation10,,,Company5,1.8,Company3,3,,,,,,,,,,,,,,
860,Account20,Provice25,Region1,Tender Type3,05-11-2015 15:00,01-01-2016,30-06-2020,48,Market3,368954,0.845,Molecule3,Presentation10,Product23,Company8,Company3,1.174,Company5,1.39,,,,,,,,,,,,,,
862,Account20,Provice25,Region1,Tender Type3,05-11-2015 15:00,01-01-2016,30-06-2020,48,Market3,26800,0.845,Molecule3,Presentation10,Product23,Company8,Company3,1.174,Company5,1.6,,,,,,,,,,,,,,
864,Account35,Provice51,Region17,Tender Type1,01-08-2008 12:00,31-01-2008,31-07-2011,36,Market3,20000,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
865,Account89,Provice35,Region19,Tender Type1,01-08-2008 13:00,01-02-2008,31-07-2011,36,Market3,7500,5.65,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
866,Account58,Provice1,Region1,Tender Type1,01-08-2008 12:00,01-04-2008,31-03-2012,24,Market3,1165,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
867,Account58,Provice1,Region1,Tender Type1,01-08-2008 12:00,01-04-2008,31-03-2012,24,Market3,60,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
868,Account16,Provice1,Region1,Tender Type4,6-13-08 12:00 PM,01-05-2008,30-10-2011,36,Market3,53758,5.65,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
869,Account80,Provice24,Region1,Tender Type1,5-15-08 12:00 PM,01-07-2008,30-09-2011,36,Market3,3600,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
870,Account103,Provice22,Region5,Tender Type1,7-16-08 1:00 PM,02-07-2008,01-07-2011,36,Market3,500,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
871,Account17,Provice22,Region5,Tender Type1,03-12-2008 13:00,11-09-2008,10-09-2012,48,Market3,20000,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
872,Account5,Provice36,Region1,Tender Type1,4-29-08 12:00 PM,15-09-2008,29-02-2012,36,Market3,7400,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
873,Account56,Provice3,Region3,Tender Type1,02-06-2008 09:00,18-09-2008,17-09-2010,12,Market3,6301,5.658,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
874,Account119,Provice13,Region10,Tender Type1,2-29-08 1:00 PM,26-09-2008,30-11-2011,24,Market3,43874,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
875,Account72,Provice37,Region5,Tender Type1,9-16-08 12:00 PM,01-10-2008,30-05-2012,36,Market3,3500,5.659,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
876,Account55,Provice38,Region19,Tender Type1,03-07-2008 13:00,23-10-2008,22-10-2012,36,Market3,9400,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
877,Account71,Provice39,Region14,Tender Type1,10-02-2008 17:00,01-11-2008,31-10-2011,36,Market3,8200,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
878,Account10,Provice24,Region1,Tender Type1,10-24-08 12:00 PM,01-01-2009,30-06-2012,36,Market3,3225,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
879,Account39,Provice2,Region2,Tender Type1,9-15-08 12:00 AM,01-01-2009,31-12-2011,36,Market3,37500,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
880,Account78,Provice40,Region16,Tender Type4,12-09-2008 13:00,01-01-2009,30-06-2010,12,Market3,3200,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
881,Account33,Provice1,Region1,Tender Type1,11-24-08 12:00 PM,01-02-2009,30-09-2012,36,Market3,655,5.654,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
882,Account117,Provice41,Region5,Tender Type1,12-15-08 12:00 PM,01-02-2009,30-11-2012,36,Market3,27600,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
883,Account7,Provice3,Region3,Tender Type4,03-04-2009 12:00,31-03-2009,30-09-2009,3,Market3,13300,5.6585,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
884,Account23,Provice22,Region5,Tender Type1,4-28-09 12:00 PM,01-04-2009,30-09-2012,36,Market3,20000,4.8,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
885,Account54,Provice42,Region19,Tender Type1,05-12-2009 12:00,01-04-2009,30-11-2011,24,Market3,29345,4.86,Molecule3,Presentation11,Product26,Company5,Company5,4.87,,,,,,,,,,,,,,,,
886,Account51,Provice32,Region7,Tender Type1,12-12-2008 12:00,01-05-2009,31-05-2012,24,Market3,174074,5.6475,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
887,Account105,Provice4,Region4,Tender Type1,5-19-09 12:00 AM,30-06-2009,30-12-2010,12,Market3,9600,4.79,Molecule3,Presentation11,Product26,Company5,Company5,4.87,,,,,,,,,,,,,,,,
888,Account45,Provice3,Region3,Tender Type1,5-25-09 12:00 PM,01-08-2009,28-02-2013,36,Market3,213140,4.08,Molecule3,Presentation11,Product26,Company5,Company5,4.859,,,,,,,,,,,,,,,,
889,Account48,Provice43,Region20,Tender Type2,12-22-08 1:00 PM,01-08-2009,31-01-2013,36,Market3,83455,,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
891,Account89,Provice35,Region19,Tender Type4,09-08-2009 13:00,24-08-2009,23-01-2012,23,Market3,30000,4.13,Molecule3,Presentation11,Product27,Company6,Company10,4.27,Company5,4.78,,,,,,,,,,,,,,
893,Account94,Provice47,Region6,Tender Type4,10-02-2009 12:00,01-09-2009,28-02-2011,12,Market3,34464,3.65,Molecule3,Presentation11,Product28,Company11,Company1,3.75,Company10,4.1,Company5,4.86,,,,,,,,,,,,
895,Account27,Provice14,Region12,Tender Type1,4-30-09 12:00 PM,01-10-2009,30-04-2013,24,Market3,77895,4.8,Molecule3,Presentation11,Product26,Company5,Company5,4.87,,,,,,,,,,,,,,,,
896,Account50,Provice1,Region1,Tender Type1,7-28-09 12:00 PM,01-10-2009,30-03-2013,36,Market3,3100,4.65,Molecule3,Presentation11,Product27,Company6,Company10,4.85,Company5,4.86,,,,,,,,,,,,,,
901,Account108,Provice4,Region4,Tender Type1,10-05-2009 00:00,01-10-2009,30-03-2013,36,Market3,130062,2.02,Molecule3,Presentation11,Product27,Company6,Company1,2.46,Company10,2.7,Company5,2.9,Company11,2.98,,,,,,,,,,
902,Account40,Provice2,Region2,Tender Type1,10-19-09 12:00 AM,01-11-2009,30-04-2013,36,Market3,30050,2.81999,Molecule3,Presentation11,Product27,Company6,,,,,,,,,,,,,,,,,,
903,Account61,Provice25,Region1,Tender Type1,07-10-2009 12:00,01-01-2010,30-06-2014,48,Market3,16500,4.85,Molecule3,Presentation11,Product26,Company5,,,,,,,,,,,,,,,,,,
904,Account113,Provice8,Region7,Tender Type2,12-07-2009 00:00,01-01-2010,31-12-2010,12,Market3,2000,2.9,Molecule3,Presentation11,Product29,Company3,Company1,2.95,Company11,3.1,,,,,,,,,,,,,,
908,Account82,Provice44,Region5,Tender Type1,11-09-2009 12:00,01-02-2010,31-12-2013,36,Market3,2000,3.03,Molecule3,Presentation11,Product27,Company6,Company5,3.8,Company10,4.8,Company11,4.87,,,,,,,,,,,,
909,Account97,Provice1,Region1,Tender Type1,10-06-2009 12:00,01-02-2010,31-07-2014,48,Market3,5000,4.14,Molecule3,Presentation11,Product28,Company11,Company10,4.2,Company1,4.2,Company5,4.64,,,,,,,,,,,,
913,Account20,Provice25,Region1,Tender Type1,7-31-09 12:00 PM,01-04-2010,30-09-2014,48,Market3,47773,3.18,Molecule3,Presentation11,Product27,Company6,Company5,3.69,Company10,,,,,,,,,,,,,,,
916,Account36,Provice46,Region2,Tender Type1,10-29-09 12:00 PM,01-04-2010,31-12-2013,36,Market3,50700,2.63,Molecule3,Presentation11,Product28,Company11,Company1,2.34898,Company5,2.69,Company10,3.3,,,,,,,,,,,,
919,Account63,Provice2,Region2,Tender Type1,3-15-10 12:00 PM,01-04-2010,31-12-2011,12,Market3,15000,2.03899,Molecule3,Presentation11,Product27,Company6,Company4,2.04,Company9,2.7,Company3,2.84,Company5,3.645,,,,,,,,,,
923,Account22,Provice20,Region17,Tender Type1,03-04-2010 10:00,27-04-2010,26-06-2014,36,Market3,101130,2.04,Molecule3,Presentation11,Product27,Company6,Company3,2.1,Company4,2.265,Company9,2.7,Company2,3.48,Company5,3.645,Company11,4,,,,,,
930,Account14,Provice1,Region1,Tender Type1,02-04-2010 16:00,01-05-2010,30-04-2014,36,Market3,3800,2.501,Molecule3,Presentation11,Product27,Company6,Company4,4,Company5,4,Company10,,Company2,,Company11,,Company3,,,,,,,
935,Account27,Provice14,Region12,Tender Type1,10-07-2010 00:00,01-02-2011,31-01-2015,36,Market3,33211,1.65,Molecule3,Presentation11,Product30,Company9,Company3,1.6,Company4,1.74,Company1,1.89,Company5,2.9,Company11,3.5,Company9,3.67333,,,,,,
946,Account19,Provice5,Region1,Tender Type3,3-30-11 12:00 AM,18-05-2011,18-02-2014,48,Market3,6000,,Molecule3,Presentation11,,,Company3,1.45,Company6,1.65,Company5,1.67,Company1,1.69,Company9,1.812,Company4,1.97,Company14,2.55818,Company8,2.5585,,
